MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win,20Plus,10Run,20Run,40Run,90Run,OtherRun
13-Jan-18 Flemington,Flemington,Metro,VIC,9,88,9,2,7,5,2,0,0,0,0,22,17,1,6,33
13-Jan-18 Gold Coast,Gold Coast,Metro,QLD,9,139,14,4,7,2,2,1,0,0,1,41,37,24,11,17
13-Jan-18 Werribee,Werribee,Country,VIC,8,81,8,2,7,6,0,0,0,0,0,23,13,6,5,26
13-Jan-18 Randwick,Randwick,Metro,NSW,9,73,7.5,6,7,2,1,0,0,0,0,19,8,4,1,32
13-Jan-18 Kembla Grange,Kembla Grange,Provincial,NSW,7,63,6.5,3,7,4,0,0,0,0,0,11,9,7,3,26
13-Jan-18 Queanbeyan,Queanbeyan,Country,NSW,8,71,7,1,7,6,1,0,0,0,0,12,10,8,4,29
13-Jan-18 Ipswich,Ipswich,Provincial,QLD,7,45,4.5,4,7,1,0,1,0,1,2,7,5,1,19,6
13-Jan-18 Glen Innes,Glen Innes,Country,NSW,6,54,5.5,3,7,3,0,0,0,0,0,17,3,7,2,19
13-Jan-18 Gawler,Gawler,Metro,SA,8,76,7.5,4,7,4,0,0,0,0,0,15,11,4,10,28
13-Jan-18 Ascot,Ascot,Metro,WA,8,86,8.5,3,7,3,1,0,1,0,1,20,9,15,8,26
13-Jan-18 Darwin,Darwin,Metro,NT,5,37,3.5,3,7,1,0,1,0,0,1,7,5,3,0,17
13-Jan-18 Albany,Albany,Provincial,WA,7,67,6.5,2,7,4,1,0,0,0,0,16,16,8,1,19
13-Jan-18 Toowoomba,Toowoomba,Provincial,QLD,7,54,5.5,1,7,5,0,1,0,0,1,11,7,4,1,24
14-Jan-18 Ballarat,Ballarat,Metro,VIC,9,84,8.5,3,1,5,1,0,0,0,0,21,11,10,6,27
14-Jan-18 Port Lincoln,Port Lincoln,Provincial,SA,8,70,7,2,1,4,2,0,0,0,0,22,4,8,3,25
14-Jan-18 Coffs Harbour,Coffs Harbour,Country,NSW,8,82,8,2,1,4,2,0,0,0,0,18,14,7,8,27
14-Jan-18 Wellington,Wellington,Country,NSW,7,81,8,0,1,2,4,1,0,0,1,14,15,9,14,22
14-Jan-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,60,6,5,1,0,2,0,0,0,0,11,7,7,4,24
14-Jan-18 Pinjarra,Pinjarra,Provincial,WA,9,92,9,2,1,3,3,0,0,1,1,21,14,9,13,26
15-Jan-18 Taree,Taree,Country,NSW,7,65,6.5,3,2,4,0,0,0,0,0,13,8,7,10,20
15-Jan-18 Nowra,Nowra,Country,NSW,7,63,6.5,2,2,1,3,1,0,0,1,20,9,5,2,20
16-Jan-18 Gunnedah,Gunnedah,Country,NSW,8,88,9,2,3,5,0,0,0,1,1,15,15,15,11,24
16-Jan-18 Ballarat,Ballarat,Metro,VIC,8,91,9,2,3,4,2,0,0,0,0,18,16,15,10,24
16-Jan-18 Townsville,Townsville,Provincial,QLD,7,60,6,1,3,6,0,0,0,0,0,11,9,9,3,21
17-Jan-18 Moe,Moe,Country,VIC,8,78,8,3,4,2,2,1,0,0,1,19,9,7,10,25
17-Jan-18 Ipswich,Ipswich,Provincial,QLD,9,83,8.5,3,4,2,3,0,1,0,1,22,11,9,5,27
17-Jan-18 Warwick Farm,Warwick Farm,Metro,NSW,7,58,6,4,4,2,1,0,0,0,0,12,7,6,2,24
17-Jan-18 Strathalbyn,Strathalbyn,Provincial,SA,8,74,7.5,3,4,4,0,1,0,0,1,16,12,8,6,24
17-Jan-18 Caulfield,Caulfield,Metro,VIC,8,91,9,1,4,4,2,1,0,0,1,34,11,7,3,28
17-Jan-18 Ascot,Ascot,Metro,WA,7,69,7,1,4,6,0,0,0,0,0,21,7,6,4,24
17-Jan-18 Launceston,Launceston,Metro,TAS,8,85,8.5,2,4,5,0,1,0,0,1,26,13,6,7,25
18-Jan-18 Penola,Penola,Country,SA,8,77,7.5,5,5,3,0,0,0,0,0,15,12,9,5,28
18-Jan-18 Kilmore,Kilmore,Country,VIC,8,73,7.5,4,5,4,0,0,0,0,0,22,8,13,4,18
18-Jan-18 Albury,Albury,Country,NSW,7,81,8,3,5,2,2,0,0,0,0,16,10,12,13,23
18-Jan-18 Gosford,Gosford,Provincial,NSW,7,52,5,6,5,1,0,0,0,0,0,11,9,5,4,16
18-Jan-18 Rockhampton,Rockhampton,Provincial,QLD,7,59,6,3,5,1,2,1,0,0,1,14,4,8,5,21
18-Jan-18 Bunbury,Bunbury,Country,WA,7,61,6,3,5,4,0,0,0,0,0,10,12,6,6,20
18-Jan-18 Pakenham,Pakenham,Country,VIC,8,67,6.5,5,5,2,1,0,0,0,0,17,5,7,4,26
19-Jan-18 Ballina,Ballina,Country,NSW,8,98,10,5,6,3,0,0,0,0,0,26,17,22,7,18
19-Jan-18 Canberra,Canberra,Country,ACT,8,70,7,3,6,5,0,0,0,0,0,14,9,5,10,24
19-Jan-18 Toowoomba,Toowoomba,Provincial,QLD,7,67,6.5,2,6,2,2,1,0,0,1,21,9,5,10,15
19-Jan-18 Esperance,Esperance,Provincial,WA,8,85,8.5,5,6,3,0,0,0,0,0,19,11,11,9,27
19-Jan-18 Canterbury,Canterbury,Metro,NSW,8,61,6,2,6,5,1,0,0,0,0,14,11,1,0,27
19-Jan-18 Cranbourne,Cranbourne,Country,VIC,8,64,6.5,5,6,3,0,0,0,0,0,20,7,5,2,22
20-Jan-18 Randwick,Randwick,Metro,NSW,9,75,7.5,4,7,4,0,1,0,0,1,19,14,4,2,27
20-Jan-18 Flemington,Flemington,Metro,VIC,9,96,9.5,4,7,3,1,0,0,1,1,25,13,12,8,29
20-Jan-18 Camperdown,Camperdown,Country,VIC,8,92,9,3,7,4,1,0,0,0,0,22,15,11,8,28
20-Jan-18 Doomben,Doomben,Metro,QLD,9,83,8.5,3,7,3,2,1,0,0,1,28,10,5,5,26
20-Jan-18 Gold Coast,Gold Coast,Metro,QLD,8,84,8.5,3,7,5,0,0,0,0,0,15,18,7,8,28
20-Jan-18 Kempsey,Kempsey,Country,NSW,6,53,5.5,2,7,2,1,1,0,0,1,13,8,7,0,19
20-Jan-18 Alice Springs,Alice Springs,Provincial,NT,5,41,4,1,7,3,1,0,0,0,0,10,2,1,1,22
20-Jan-18 Newcastle B,Newcastle B,Country,NSW,7,55,5.5,3,7,2,1,1,0,0,1,10,10,4,4,20
20-Jan-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,66,6.5,3,7,5,0,0,0,0,0,19,8,6,2,23
20-Jan-18 Ascot,Ascot,Metro,WA,8,78,8,5,7,2,1,0,0,0,0,25,14,6,5,20
21-Jan-18 Cowra,Cowra,Country,NSW,8,67,6.5,2,1,4,1,1,0,0,1,18,8,7,2,24
21-Jan-18 Ararat,Ararat,Country,VIC,8,84,8.5,3,1,3,1,1,0,0,1,14,16,16,6,24
21-Jan-18 Sale,Sale,Country,VIC,9,89,9,2,1,4,2,1,0,0,1,21,14,14,6,25
21-Jan-18 Wyong,Wyong,Provincial,NSW,7,55,5.5,2,1,4,0,0,1,0,1,8,9,6,4,21
21-Jan-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,67,6.5,3,1,4,0,0,1,0,1,15,7,10,4,23
21-Jan-18 Gawler,Gawler,Metro,SA,7,59,6,2,1,3,1,1,0,0,1,15,9,11,2,15
21-Jan-18 Mount Barker,Mount Barker,Provincial,WA,7,65,6.5,3,1,3,1,0,0,0,0,16,10,9,3,20
22-Jan-18 Moruya,Moruya,Country,NSW,8,72,7,2,2,4,2,0,0,0,0,21,8,12,2,21
22-Jan-18 Bathurst,Bathurst,Country,NSW,7,65,6.5,2,2,5,0,0,0,0,0,11,6,9,7,25
23-Jan-18 Taree,Taree,Country,NSW,8,85,8.5,4,3,2,2,0,0,0,0,21,9,14,10,23
23-Jan-18 Terang,Terang,Country,VIC,8,82,8,1,3,6,1,0,0,0,0,20,11,9,7,27
23-Jan-18 Cairns,Cairns,Provincial,QLD,7,58,6,2,3,3,2,0,0,0,0,13,7,7,2,22
24-Jan-18 Hawkesbury,Hawkesbury,Provincial,NSW,7,61,6,5,4,2,0,0,0,0,0,17,8,6,6,17
24-Jan-18 Port Lincoln,Port Lincoln,Provincial,SA,8,68,7,1,4,5,2,0,0,0,0,13,7,9,2,29
24-Jan-18 Gold Coast,Gold Coast,Metro,QLD,7,62,6,4,4,1,1,0,1,0,1,13,12,8,3,19
24-Jan-18 Pinjarra,Pinjarra,Provincial,WA,8,86,8.5,2,4,5,1,0,0,0,0,13,16,13,13,23
24-Jan-18 Ballarat,Ballarat,Metro,VIC,8,71,7,3,4,5,0,0,0,0,0,17,10,7,4,25
24-Jan-18 Launceston,Launceston,Metro,TAS,8,83,8.5,4,4,3,1,0,0,0,0,21,11,13,7,23
25-Jan-18 Murray Bridge,Murray Bridge,Provincial,SA,8,61,6,0,5,4,2,2,0,0,2,15,11,4,0,23
25-Jan-18 Tamworth,Tamworth,Country,NSW,8,95,9.5,1,5,6,0,1,0,0,1,26,13,10,13,25
25-Jan-18 Rockhampton,Rockhampton,Provincial,QLD,7,50,5,2,5,5,0,0,0,0,0,6,5,2,3,27
25-Jan-18 Narrogin,Narrogin,Provincial,WA,8,61,6,1,5,5,2,0,0,0,0,8,5,10,2,28
25-Jan-18 Pakenham,Pakenham,Country,VIC,8,85,8.5,1,5,6,1,0,0,0,0,21,12,3,16,25
26-Jan-18 Warwick Farm,Warwick Farm,Metro,NSW,8,75,7.5,3,6,4,1,0,0,0,0,24,6,9,3,25
26-Jan-18 Beaudesert,Beaudesert,Provincial,QLD,7,64,6.5,0,6,6,1,0,0,0,0,13,4,9,5,26
26-Jan-18 Mornington,Mornington,Country,VIC,8,72,7,0,6,8,0,0,0,0,0,12,9,8,1,34
26-Jan-18 Hanging Rock,Hanging Rock,Country,VIC,7,53,5.5,4,6,2,1,0,0,0,0,13,7,2,0,24
26-Jan-18 Doomben,Doomben,Metro,QLD,8,70,7,4,6,2,0,2,0,0,2,16,10,13,5,18
26-Jan-18 Wagga,Wagga,Country,NSW,7,81,8,0,6,3,3,1,0,0,1,19,15,8,7,25
26-Jan-18 Port Macquarie,Port Macquarie,Country,NSW,7,83,8.5,2,6,1,4,0,0,0,0,26,11,14,3,22
26-Jan-18 Kilcoy,Kilcoy,Provincial,QLD,6,54,5.5,3,6,2,1,0,0,0,0,15,9,3,2,19
26-Jan-18 Darwin,Darwin,Metro,NT,6,58,6,3,6,2,0,1,0,0,1,17,10,2,2,21
26-Jan-18 Bunbury,Bunbury,Country,WA,8,69,7,4,6,4,0,0,0,0,0,10,14,11,5,21
26-Jan-18 Moonee Valley,Moonee Valley,Metro,VIC,8,69,7,4,6,3,0,1,0,0,1,19,10,8,1,23
27-Jan-18 Caulfield,Caulfield,Metro,VIC,9,74,7.5,4,7,4,1,0,0,0,0,14,12,5,3,31
27-Jan-18 Yarra Valley,Yarra Valley,Country,VIC,7,63,6.5,4,7,3,0,0,0,0,0,16,8,5,2,25
27-Jan-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,48,5,4,7,3,1,0,0,0,0,9,5,2,1,23
27-Jan-18 Rosehill,Rosehill,Metro,NSW,9,79,8,3,7,5,0,1,0,0,1,18,13,11,2,26
27-Jan-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,10,119,12,3,7,4,3,0,0,0,0,34,23,16,10,26
27-Jan-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,59,6,3,7,3,1,1,0,0,1,10,12,4,2,23
27-Jan-18 Parkes,Parkes,Country,NSW,7,77,7.5,2,7,2,3,0,0,0,0,11,20,11,9,19
27-Jan-18 Gold Coast,Gold Coast,Metro,QLD,8,71,7,3,7,2,3,0,0,0,0,21,10,8,3,21
27-Jan-18 Queanbeyan,Queanbeyan,Country,NSW,6,45,4.5,4,7,1,1,0,0,0,0,8,9,3,1,18
27-Jan-18 Townsville,Townsville,Provincial,QLD,6,48,5,2,7,4,0,0,0,0,0,7,9,7,3,16
27-Jan-18 Ascot,Ascot,Metro,WA,8,91,9,2,7,5,1,0,0,0,0,19,9,18,12,25
28-Jan-18 Geelong,Geelong,Country,VIC,8,62,6,3,1,4,1,0,0,0,0,7,9,7,5,26
28-Jan-18 Hobart,Hobart,Metro,TAS,8,78,8,3,1,4,1,0,0,0,0,24,8,7,8,23
28-Jan-18 Great Western,Great Western,Country,VIC,7,48,5,6,1,1,0,0,0,0,0,9,9,2,1,20
28-Jan-18 Wyong,Wyong,Provincial,NSW,8,55,5.5,5,1,3,0,0,0,0,0,13,4,5,4,21
28-Jan-18 Grafton,Grafton,Country,NSW,7,80,8,1,1,5,1,0,0,0,0,24,10,12,6,21
28-Jan-18 Toowoomba,Toowoomba,Provincial,QLD,8,74,7.5,6,1,1,1,0,0,0,0,12,13,9,9,23
28-Jan-18 Geraldton,Geraldton,Provincial,WA,9,83,8.5,2,1,5,0,2,0,0,2,18,13,8,7,28
29-Jan-18 Armidale,Armidale,Country,NSW,7,69,7,4,2,2,1,0,0,0,0,22,6,8,6,20
29-Jan-18 Goulburn,Goulburn,Country,NSW,7,48,5,6,2,1,0,0,0,0,0,8,9,3,1,20
30-Jan-18 Gosford,Gosford,Provincial,NSW,8,49,5,3,3,5,0,0,0,0,0,10,3,5,4,19
30-Jan-18 Ballarat,Ballarat,Metro,VIC,8,66,6.5,2,3,5,0,1,0,0,1,12,8,8,6,24
30-Jan-18 Bordertown,Bordertown,Country,SA,8,69,7,2,3,3,3,0,0,0,0,18,12,5,0,26
30-Jan-18 Orange,Orange,Country,NSW,7,66,6.5,5,3,2,0,0,0,0,0,15,12,11,7,14
31-Jan-18 Terang,Terang,Country,VIC,8,85,8.5,2,4,4,2,0,0,0,0,18,5,16,9,29
31-Jan-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,48,5,1,4,6,1,0,0,0,0,9,4,3,0,24
31-Jan-18 Ipswich,Ipswich,Provincial,QLD,8,63,6.5,5,4,1,2,0,0,0,0,12,9,10,5,19
31-Jan-18 Gawler,Gawler,Metro,SA,8,69,7,2,4,5,1,0,0,0,0,18,7,8,7,21
31-Jan-18 Ascot,Ascot,Metro,WA,9,80,8,3,4,4,1,1,0,0,1,14,11,10,13,23
31-Jan-18 Sandown Hillside,Sandown Hillside,Metro,VIC,8,78,8,4,4,3,0,1,0,0,1,25,10,8,2,25
31-Jan-18 Launceston,Launceston,Metro,TAS,9,102,10,3,4,1,4,0,1,0,1,32,17,14,7,23
1-Feb-18 Muswellbrook,Muswellbrook,Country,NSW,8,72,7,4,5,4,0,0,0,0,0,11,14,12,5,22
1-Feb-18 Kilmore,Kilmore,Country,VIC,8,79,8,2,5,6,0,0,0,0,0,12,15,10,7,27
1-Feb-18 Rockhampton,Rockhampton,Provincial,QLD,7,56,5.5,3,5,4,0,0,0,0,0,12,7,2,5,23
1-Feb-18 Albany,Albany,Provincial,WA,8,68,7,2,5,4,1,1,0,0,1,14,13,1,3,29
1-Feb-18 Pakenham,Pakenham,Country,VIC,8,80,8,4,5,4,0,0,0,0,0,12,10,8,12,30
2-Feb-18 Townsville,Townsville,Provincial,QLD,8,75,7.5,2,6,5,1,0,0,0,0,21,12,6,6,22
2-Feb-18 Canberra,Canberra,Country,ACT,8,68,7,4,6,3,0,1,0,0,1,13,10,12,2,23
2-Feb-18 Moe,Moe,Country,VIC,8,77,7.5,3,6,4,1,0,0,0,0,14,9,9,11,26
2-Feb-18 Port Macquarie,Port Macquarie,Country,NSW,8,65,6.5,5,6,1,1,1,0,0,1,11,11,10,3,22
2-Feb-18 Port Lincoln,Port Lincoln,Provincial,SA,8,66,6.5,1,6,5,1,1,0,0,1,18,2,10,1,27
2-Feb-18 Esperance,Esperance,Provincial,WA,8,94,9.5,5,6,3,0,0,0,0,0,21,15,18,11,21
2-Feb-18 Canterbury,Canterbury,Metro,NSW,8,65,6.5,2,6,6,0,0,0,0,0,16,9,6,0,26
2-Feb-18 Moonee Valley,Moonee Valley,Metro,VIC,8,67,6.5,1,6,5,2,0,0,0,0,17,6,6,3,27
2-Feb-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,60,6,4,6,4,0,0,0,0,0,7,7,8,1,29
3-Feb-18 Caulfield,Caulfield,Metro,VIC,9,74,7.5,3,7,4,1,0,1,0,1,19,9,7,4,26
3-Feb-18 Rosehill,Rosehill,Metro,NSW,9,83,8.5,5,7,4,0,0,0,0,0,23,13,10,4,24
3-Feb-18 Morphettville,Morphettville,Metro,SA,8,68,7,2,7,6,0,0,0,0,0,16,10,7,3,24
3-Feb-18 Kyneton,Kyneton,Country,VIC,7,77,7.5,1,7,6,0,0,0,0,0,18,15,14,4,19
3-Feb-18 Doomben,Doomben,Metro,QLD,8,66,6.5,3,7,4,1,0,0,0,0,22,12,2,2,20
3-Feb-18 Sapphire Coast,Sapphire Coast,Country,NSW,7,69,7,1,7,2,2,1,1,0,2,15,13,9,7,18
3-Feb-18 Gold Coast,Gold Coast,Metro,QLD,8,74,7.5,0,7,7,1,0,0,0,0,21,8,9,2,26
3-Feb-18 Grafton,Grafton,Country,NSW,6,52,5,2,7,2,2,0,0,0,0,14,2,5,4,21
3-Feb-18 Newcastle,Newcastle,Provincial,NSW,8,63,6.5,4,7,3,0,0,1,0,1,13,10,6,7,19
3-Feb-18 Alice Springs,Alice Springs,Provincial,NT,5,39,4,1,7,2,2,0,0,0,0,8,3,1,3,19
3-Feb-18 Ascot,Ascot,Metro,WA,8,82,8,2,7,3,3,0,0,0,0,19,10,10,10,25
4-Feb-18 Sale,Sale,Country,VIC,9,73,7.5,6,1,3,0,0,0,0,0,11,10,8,5,30
4-Feb-18 Sapphire Coast,Sapphire Coast,Country,NSW,8,74,7.5,4,1,4,0,0,0,0,0,16,18,5,4,23
4-Feb-18 Strathalbyn,Strathalbyn,Provincial,SA,8,71,7,2,1,3,1,2,0,0,2,13,9,4,6,31
4-Feb-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,45,4.5,2,1,5,0,1,0,0,1,7,4,1,0,25
4-Feb-18 Narromine,Narromine,Country,NSW,7,71,7,2,1,4,1,0,0,0,0,18,9,9,7,21
4-Feb-18 Bunbury,Bunbury,Country,WA,9,92,9,3,1,3,3,0,0,0,0,20,16,8,13,26
5-Feb-18 Dalby,Dalby,Provincial,QLD,7,55,5.5,4,2,3,0,0,0,0,0,10,9,3,6,20
5-Feb-18 Cessnock,Cessnock,Country,NSW,7,57,5.5,2,2,5,0,0,0,0,0,11,3,12,6,18
6-Feb-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,59,6,0,3,5,1,2,0,0,2,11,5,7,5,23
6-Feb-18 Ballarat,Ballarat,Metro,VIC,8,71,7,4,3,3,1,0,0,0,0,18,7,9,6,23
7-Feb-18 Murray Bridge,Murray Bridge,Provincial,SA,8,54,5.5,2,4,6,0,0,0,0,0,8,5,7,0,26
7-Feb-18 Warrnambool,Warrnambool,Country,VIC,8,76,7.5,2,4,3,3,0,0,0,0,24,7,6,6,25
7-Feb-18 Randwick,Randwick,Metro,NSW,7,56,5.5,2,4,4,1,0,0,0,0,15,7,3,2,22
7-Feb-18 Ipswich,Ipswich,Provincial,QLD,9,96,9.5,4,4,5,0,0,0,0,0,21,14,10,17,25
7-Feb-18 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,87,8.5,4,4,2,2,0,0,0,0,20,18,10,5,26
7-Feb-18 Ascot,Ascot,Metro,WA,7,73,7.5,2,4,3,1,1,0,0,1,17,12,11,6,20
8-Feb-18 Grafton,Grafton,Country,NSW,10,118,12,3,5,6,0,1,0,0,1,29,17,17,12,33
8-Feb-18 Ararat,Ararat,Country,VIC,8,81,8,2,5,3,2,1,0,0,1,14,12,14,6,27
8-Feb-18 Rockhampton,Rockhampton,Provincial,QLD,7,51,5,2,5,4,0,0,1,0,1,11,6,2,2,23
8-Feb-18 Geraldton,Geraldton,Provincial,WA,7,69,7,1,5,4,1,0,1,0,1,7,18,7,8,22
8-Feb-18 Pakenham,Pakenham,Country,VIC,8,72,7,1,5,6,0,0,1,0,1,9,8,7,12,28
9-Feb-18 Bendigo,Bendigo,Country,VIC,8,91,9,3,6,2,3,0,0,0,0,19,17,9,11,27
9-Feb-18 Wagga,Wagga,Country,NSW,8,93,9.5,5,6,3,0,0,0,0,0,24,10,19,8,24
9-Feb-18 Walcha,Walcha,Country,NSW,8,80,8,5,6,1,0,1,0,1,2,15,9,17,5,26
9-Feb-18 Toowoomba,Toowoomba,Provincial,QLD,7,69,7,4,6,2,1,0,0,0,0,11,11,9,7,24
9-Feb-18 Hobart,Hobart,Metro,TAS,8,70,7,3,6,5,0,0,0,0,0,11,11,8,5,27
9-Feb-18 York,York,Provincial,WA,8,72,7,1,6,5,1,1,0,0,1,16,9,8,3,28
9-Feb-18 Canterbury,Canterbury,Metro,NSW,8,54,5.5,3,6,2,3,0,0,0,0,15,5,2,0,24
9-Feb-18 Moonee Valley,Moonee Valley,Metro,VIC,8,70,7,3,6,5,0,0,0,0,0,14,8,12,1,27
10-Feb-18 Caulfield,Caulfield,Metro,VIC,9,91,9,1,7,6,1,0,1,0,1,25,8,11,6,32
10-Feb-18 Morphettville Parks,Morphettville Parks,Metro,SA,9,68,7,4,7,5,0,0,0,0,0,13,13,3,2,28
10-Feb-18 Warwick Farm,Warwick Farm,Metro,NSW,9,82,8,3,7,5,1,0,0,0,0,17,16,10,5,25
10-Feb-18 Doomben,Doomben,Metro,QLD,10,106,10.5,2,7,5,3,0,0,0,0,23,18,13,12,30
10-Feb-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,52,5,3,7,4,1,0,0,0,0,9,5,2,1,27
10-Feb-18 Yarra Valley,Yarra Valley,Country,VIC,7,80,8,2,7,3,2,0,0,0,0,19,10,12,8,24
10-Feb-18 Gilgandra,Gilgandra,Country,NSW,6,54,5.5,3,7,3,0,0,0,0,0,10,9,11,3,15
10-Feb-18 Gold Coast,Gold Coast,Metro,QLD,8,96,9.5,3,7,3,2,0,0,0,0,28,17,11,9,23
10-Feb-18 Cairns,Cairns,Provincial,QLD,6,46,4.5,4,7,2,0,0,0,0,0,6,5,5,3,21
10-Feb-18 Darwin,Darwin,Metro,NT,6,59,6,4,7,1,1,0,0,0,0,16,9,5,0,23
10-Feb-18 Pinjarra,Pinjarra,Provincial,WA,8,90,9,3,7,5,0,0,0,0,0,24,18,9,11,20
11-Feb-18 Wodonga,Wodonga,Country,VIC,8,84,8.5,1,1,5,2,0,0,0,0,20,9,17,6,24
11-Feb-18 Hobart,Hobart,Metro,TAS,9,94,9.5,2,1,6,1,0,0,0,0,21,15,11,8,30
11-Feb-18 Colac,Colac,Country,VIC,8,69,7,4,1,3,1,0,0,0,0,15,6,11,4,25
11-Feb-18 Newcastle,Newcastle,Provincial,NSW,8,58,6,6,1,0,1,1,0,0,1,11,8,9,5,17
11-Feb-18 Naracoorte,Naracoorte,Country,SA,8,74,7.5,5,1,3,0,0,0,0,0,14,9,11,5,27
11-Feb-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,78,8,3,1,2,3,0,0,0,0,19,11,12,9,19
11-Feb-18 Bathurst,Bathurst,Country,NSW,8,68,7,1,1,6,1,0,0,0,0,16,4,7,4,29
11-Feb-18 Albany,Albany,Provincial,WA,8,92,9,2,1,3,2,1,0,0,1,21,12,10,12,29
12-Feb-18 Goulburn,Goulburn,Country,NSW,7,61,6,3,2,3,1,0,0,0,0,11,13,9,1,20
12-Feb-18 Taree,Taree,Country,NSW,7,67,6.5,1,2,3,2,1,0,0,1,14,9,10,6,21
13-Feb-18 Hawkesbury,Hawkesbury,Provincial,NSW,8,67,6.5,4,3,4,0,0,0,0,0,12,12,10,8,17
13-Feb-18 Ballarat,Ballarat,Metro,VIC,8,76,7.5,2,3,5,0,1,0,0,1,14,9,10,8,27
13-Feb-18 Townsville,Townsville,Provincial,QLD,7,53,5.5,4,3,3,0,0,0,0,0,9,4,6,4,23
13-Feb-18 Tamworth,Tamworth,Country,NSW,7,69,7,2,3,3,1,1,0,0,1,20,11,4,4,23
14-Feb-18 Warwick Farm,Warwick Farm,Metro,NSW,8,54,5.5,6,4,1,0,1,0,0,1,18,10,1,1,16
14-Feb-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,64,6.5,4,4,2,2,0,0,0,0,14,7,8,4,23
14-Feb-18 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,70,7,3,4,3,2,0,0,0,0,18,10,6,3,25
14-Feb-18 Ascot,Ascot,Metro,WA,9,82,8,2,4,6,1,0,0,0,0,19,15,5,5,29
14-Feb-18 Launceston,Launceston,Metro,TAS,8,70,7,6,4,1,1,0,0,0,0,15,4,13,4,26
15-Feb-18 Yarra Valley,Yarra Valley,Country,VIC,8,65,6.5,1,5,6,1,0,0,0,0,13,8,5,8,23
15-Feb-18 Kangaroo Island,Kangaroo Island,Country,SA,6,53,5.5,4,5,1,1,0,0,0,0,14,11,4,1,17
15-Feb-18 Dubbo,Dubbo,Country,NSW,7,83,8.5,2,5,1,3,1,0,0,1,20,12,13,9,22
15-Feb-18 Ballina,Ballina,Country,NSW,7,70,7,2,5,5,0,0,0,0,0,16,7,14,7,19
15-Feb-18 Pinjarra,Pinjarra,Provincial,WA,8,87,8.5,4,5,4,0,0,0,0,0,15,19,9,11,25
15-Feb-18 Pakenham,Pakenham,Country,VIC,8,82,8,4,5,4,0,0,0,0,0,14,13,11,8,28
16-Feb-18 Ipswich,Ipswich,Provincial,QLD,8,53,5.5,0,6,6,1,1,0,0,1,11,4,2,3,25
16-Feb-18 Albury,Albury,Country,NSW,8,99,10,2,6,4,0,0,2,0,2,17,14,13,15,32
16-Feb-18 Werribee,Werribee,Country,VIC,8,77,7.5,4,6,3,1,0,0,0,0,11,9,16,5,28
16-Feb-18 Quirindi,Quirindi,Country,NSW,8,84,8.5,2,6,5,0,1,0,0,1,13,15,12,15,21
16-Feb-18 Rockhampton,Rockhampton,Provincial,QLD,7,56,5.5,3,6,3,1,0,0,0,0,11,6,5,3,24
16-Feb-18 Narrogin,Narrogin,Provincial,WA,7,48,5,3,6,4,0,0,0,0,0,10,5,6,2,18
16-Feb-18 Canterbury,Canterbury,Metro,NSW,8,66,6.5,3,6,3,1,1,0,0,1,16,12,2,1,27
16-Feb-18 Moonee Valley,Moonee Valley,Metro,VIC,8,63,6.5,2,6,3,2,1,0,0,1,13,8,3,0,31
16-Feb-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,6,41,4,2,6,0,2,1,0,1,2,11,5,5,3,11
17-Feb-18 Flemington,Flemington,Metro,VIC,9,101,10,2,7,4,3,0,0,0,0,24,17,12,6,33
17-Feb-18 Randwick,Randwick,Metro,NSW,9,84,8.5,4,7,4,0,1,0,0,1,18,13,7,4,33
17-Feb-18 Morphettville,Morphettville,Metro,SA,8,76,7.5,2,7,5,0,1,0,0,1,24,13,6,6,19
17-Feb-18 Bendigo,Bendigo,Country,VIC,7,64,6.5,0,7,5,1,0,1,0,1,11,15,9,2,20
17-Feb-18 Kangaroo Island,Kangaroo Island,Country,SA,7,50,5,1,7,6,0,0,0,0,0,8,9,3,1,22
17-Feb-18 Doomben,Doomben,Metro,QLD,9,79,8,3,7,4,2,0,0,0,0,26,7,6,1,30
17-Feb-18 Orange,Orange,Country,NSW,7,52,5,2,7,4,1,0,0,0,0,8,10,2,2,23
17-Feb-18 Gold Coast,Gold Coast,Metro,QLD,8,63,6.5,2,7,6,0,0,0,0,0,9,9,5,2,30
17-Feb-18 Warwick,Warwick,Provincial,QLD,6,48,5,1,7,2,1,2,0,0,2,9,9,3,2,19
17-Feb-18 Moree,Moree,Country,NSW,6,44,4.5,2,7,4,0,0,0,0,0,10,6,2,1,19
